gene_id,CAZyme1,CAZyme2,substrate,bacteria,contig_id,gene,depth,Site
k71_266864_29389,GT41,NA,NA,Acinetobacter,k71_266864,29389,7.3,S6
k71_266976_29518,PL9_3,NA,NA,Rahnella,k71_266976,29518,5.7,S6
k71_267071_29758,CBM48,GH13_9,NA,Rahnella,k71_267071,29758,8.3,S6
k71_267984_1267,GH23,NA,NA,Acinetobacter,k71_267984,1267,5.4,S6
k71_268840_4468,GT1,NA,NA,Rahnella,k71_268840,4468,9,S6
k71_269053_5206,GH130_3,NA,NA,Acinetobacter,k71_269053,5206,5.6,S6
k71_269358_6427,GT51,NA,NA,Acinetobacter,k71_269358,6427,5.8,S6
k71_269815_7737,GH28,NA,NA,Sodalis,k71_269815,7737,43,S6
k71_269848_7939,GT2,NA,NA,Sodalis,k71_269848,7939,170,S6
k71_269848_7940,GH186,NA,NA,Sodalis,k71_269848,7940,190,S6
k71_269848_7941,GH78,NA,NA,Sodalis,k71_269848,7941,130,S6
k71_269848_7942,GH1,NA,NA,Sodalis,k71_269848,7942,85,S6
k71_269848_7943,GH1,NA,beta-galactan,Sodalis,k71_269848,7943,140,S6
k71_269848_7946,GT9,NA,NA,Sodalis,k71_269848,7946,86,S6
k71_269848_7950,CE1,NA,NA,Sodalis,k71_269848,7950,110,S6
k71_269848_7953,CBM50,NA,NA,Sodalis,k71_269848,7953,150,S6
k71_269848_7955,GT4,NA,NA,Sodalis,k71_269848,7955,150,S6
k71_270118_8327,GH1,NA,NA,Sodalis,k71_270118,8327,120,S6
k71_270118_8328,GH3,NA,NA,Sodalis,k71_270118,8328,180,S6
k71_270118_8334,GT4,NA,NA,Sodalis,k71_270118,8334,130,S6
k71_270118_8335,GT2,NA,NA,Sodalis,k71_270118,8335,150,S6
k71_270118_8341,GT83,NA,NA,Sodalis,k71_270118,8341,150,S6
k71_270118_8342,GT2,NA,NA,Sodalis,k71_270118,8342,170,S6
k71_270190_8550,GH16,NA,NA,Rahnella,k71_270190,8550,6.9,S6
k71_272189_13104,GH24,NA,NA,Sodalis,k71_272189,13104,170,S6
k71_272189_13106,GH27,NA,NA,Sodalis,k71_272189,13106,180,S6
k71_272189_13107,GT66,NA,NA,Sodalis,k71_272189,13107,160,S6
k71_272189_13118,CE3,NA,NA,Sodalis,k71_272189,13118,180,S6
k71_272189_13119,GT13,NA,NA,Sodalis,k71_272189,13119,160,S6
k71_272189_13127,CBM50,NA,NA,Sodalis,k71_272189,13127,170,S6
k71_272189_13133,GT106,NA,NA,Sodalis,k71_272189,13133,170,S6
k71_272189_13134,GH152,NA,NA,Sodalis,k71_272189,13134,180,S6
k71_272189_13144,GH78,NA,NA,Sodalis,k71_272189,13144,190,S6
k71_272189_13153,GT2,GT4,NA,Sodalis,k71_272189,13153,180,S6
k71_272189_13154,GT121,NA,NA,Sodalis,k71_272189,13154,150,S6
k71_272189_13155,GT121,NA,NA,Sodalis,k71_272189,13155,120,S6
k71_272189_13157,GH36,NA,NA,Sodalis,k71_272189,13157,160,S6
k71_272189_13161,GT2,NA,NA,Sodalis,k71_272189,13161,170,S6
k71_272189_13162,CBM43,GH72,NA,Sodalis,k71_272189,13162,180,S6
k71_272189_13163,GT2,NA,NA,Sodalis,k71_272189,13163,180,S6
k71_272189_13170,GT4,NA,NA,Sodalis,k71_272189,13170,140,S6
k71_272189_13172,GH93,NA,NA,Sodalis,k71_272189,13172,190,S6
k71_272189_13179,GT1,NA,NA,Sodalis,k71_272189,13179,170,S6
k71_272189_13181,AA3_2,NA,NA,Sodalis,k71_272189,13181,150,S6
k71_272189_13185,GH9,NA,NA,Sodalis,k71_272189,13185,110,S6
k71_272189_13186,GH16_27,NA,NA,Sodalis,k71_272189,13186,150,S6
k71_272189_13200,GH34,NA,NA,Sodalis,k71_272189,13200,170,S6
k71_272189_13201,GH13_3,NA,NA,Sodalis,k71_272189,13201,180,S6
k71_272189_13208,GH13_48,NA,NA,Sodalis,k71_272189,13208,110,S6
k71_272189_13210,GT2,NA,NA,Sodalis,k71_272189,13210,180,S6
k71_27286_24619,GH5_12,NA,NA,Sodalis,k71_27286,24619,150,S6
k71_27286_24633,GH36,NA,NA,Sodalis,k71_27286,24633,92,S6
k71_27286_24634,GH36,NA,alpha-galactan,Sodalis,k71_27286,24634,170,S6
k71_27286_24635,GH36,NA,NA,Sodalis,k71_27286,24635,66,S6
k71_27286_24636,GH36,NA,NA,Sodalis,k71_27286,24636,140,S6
k71_27286_24637,GH36,NA,NA,Sodalis,k71_27286,24637,110,S6
k71_27286_24643,GH4,NA,NA,Sodalis,k71_27286,24643,120,S6
k71_27328_24768,GT121,NA,NA,Rahnella,k71_27328,24768,7.2,S6
k71_273464_16354,GH115,NA,NA,Acinetobacter,k71_273464,16354,4.4,S6
k71_273464_16355,GH0,NA,NA,Acinetobacter,k71_273464,16355,6,S6
k71_274027_17055,CE1,NA,NA,Rahnella,k71_274027,17055,5.5,S6
k71_274027_17057,GT2,NA,NA,Rahnella,k71_274027,17057,6.8,S6
k71_27416_24849,AA6,NA,NA,Sodalis,k71_27416,24849,66,S6
k71_27416_24850,AA6,NA,NA,Sodalis,k71_27416,24850,100,S6
k71_274488_18385,GT4,NA,NA,Acinetobacter,k71_274488,18385,5.1,S6
k71_274813_19116,GT2,NA,NA,Acinetobacter,k71_274813,19116,4.6,S6
k71_274946_19313,GT1,NA,NA,Rahnella,k71_274946,19313,8.1,S6
k71_274946_19316,GH188,NA,NA,Rahnella,k71_274946,19316,12,S6
k71_275917_21418,GT2,NA,NA,Rahnella,k71_275917,21418,7,S6
k71_276236_22378,GT2,NA,NA,Rahnella,k71_276236,22378,11,S6
k71_27631_25534,GH25,NA,NA,Acinetobacter,k71_27631,25534,5.7,S6
k71_278329_27066,GH131,NA,NA,Acinetobacter,k71_278329,27066,5.9,S6
k71_278329_27067,GH28,NA,NA,Acinetobacter,k71_278329,27067,3.9,S6
k71_278484_27453,GH28,NA,NA,Acinetobacter,k71_278484,27453,4.3,S6
k71_278662_27755,CBM50,NA,NA,Rahnella,k71_278662,27755,12,S6
k71_278662_27757,GT4,NA,NA,Rahnella,k71_278662,27757,12,S6
k71_278662_27758,GT4,NA,NA,Rahnella,k71_278662,27758,9.8,S6
k71_278662_27759,CBM67,GH78,NA,Rahnella,k71_278662,27759,12,S6
k71_279140_28919,GH5_1,NA,NA,Sodalis,k71_279140,28919,160,S6
k71_279140_28927,GH13_23,NA,NA,Sodalis,k71_279140,28927,190,S6
k71_279303_29524,GH1,NA,NA,Rahnella,k71_279303,29524,5.5,S6
k71_279716_30253,GT2,NA,NA,Acinetobacter,k71_279716,30253,8.1,S6
k71_280345_31494,CBM50,NA,NA,Rahnella,k71_280345,31494,6.2,S6
k71_280387_31530,GH132,NA,NA,Acinetobacter,k71_280387,31530,6.3,S6
k71_280502_31819,CBM50,NA,"chitin, peptidoglycan",Acinetobacter,k71_280502,31819,7.1,S6
k71_281261_32958,CBM0,NA,NA,Rahnella,k71_281261,32958,3.3,S6
k71_282226_34293,GT2,NA,NA,Acinetobacter,k71_282226,34293,4.1,S6
k71_282226_34294,GT2,NA,NA,Acinetobacter,k71_282226,34294,5.5,S6
k71_282404_34446,GT20,NA,NA,Acinetobacter,k71_282404,34446,1.9,S6
k71_28273_26621,CBM48,GH13_11,NA,Rahnella,k71_28273,26621,7.7,S6
k71_282748_35039,GH68,NA,"fructan, fructan",Rahnella,k71_282748,35039,11,S6
k71_282748_35040,GT2,NA,NA,Rahnella,k71_282748,35040,12,S6
k71_282748_35042,GT0,NA,NA,Rahnella,k71_282748,35042,7.5,S6
k71_282790_35125,GH31_2,NA,NA,Rahnella,k71_282790,35125,11,S6
k71_283000_388,GT51,NA,NA,Acinetobacter,k71_283000,388,5.1,S6
k71_283288_1344,CBM48,NA,NA,Rahnella,k71_283288,1344,6.3,S6
k71_28340_26686,GH18,NA,NA,Rahnella,k71_28340,26686,5.1,S6
k71_283420_1674,GT28,NA,NA,Acinetobacter,k71_283420,1674,3.6,S6
k71_283771_2210,GT15,NA,NA,Acinetobacter,k71_283771,2210,6.5,S6
k71_284448_3892,GH78,NA,alpha-rhamnoside,Rahnella,k71_284448,3892,7.8,S6
k71_284460_3901,GT1,NA,NA,Rahnella,k71_284460,3901,9.1,S6
k71_284598_4271,CE8,NA,NA,Sodalis,k71_284598,4271,170,S6
k71_284598_4277,GT2,NA,NA,Sodalis,k71_284598,4277,130,S6
k71_284598_4281,CBM91,GH43_11,NA,Sodalis,k71_284598,4281,150,S6
k71_284598_4289,CBM5,NA,NA,Sodalis,k71_284598,4289,180,S6
k71_284598_4290,CBM61,NA,NA,Sodalis,k71_284598,4290,200,S6
k71_284598_4293,CBM50,NA,NA,Sodalis,k71_284598,4293,170,S6
k71_284598_4297,GH13_31,NA,NA,Sodalis,k71_284598,4297,150,S6
k71_284598_4298,GH132,NA,NA,Sodalis,k71_284598,4298,170,S6
k71_284598_4304,GH10,NA,NA,Sodalis,k71_284598,4304,160,S6
k71_284598_4315,GT9,NA,NA,Sodalis,k71_284598,4315,140,S6
k71_285479_6833,CBM50,NA,NA,Acinetobacter,k71_285479,6833,3.6,S6
k71_285479_6834,GT4,NA,NA,Acinetobacter,k71_285479,6834,5.2,S6
k71_285537_7081,GH38,NA,NA,Acinetobacter,k71_285537,7081,3.9,S6
k71_285578_7291,GH2,NA,NA,Sodalis,k71_285578,7291,120,S6
k71_285578_7298,GT2,NA,NA,Sodalis,k71_285578,7298,140,S6
k71_285578_7304,GT2,NA,NA,Sodalis,k71_285578,7304,180,S6
k71_285578_7310,GH1,NA,NA,Sodalis,k71_285578,7310,170,S6
k71_285578_7313,PL9_3,NA,NA,Sodalis,k71_285578,7313,160,S6
k71_285578_7334,GH5_12,NA,NA,Sodalis,k71_285578,7334,190,S6
k71_285578_7339,GH76,NA,NA,Sodalis,k71_285578,7339,150,S6
k71_285578_7341,GT2,NA,NA,Sodalis,k71_285578,7341,150,S6
k71_285578_7342,GT2,NA,NA,Sodalis,k71_285578,7342,170,S6
k71_285578_7343,GT2,NA,NA,Sodalis,k71_285578,7343,150,S6
k71_285578_7344,GT2,NA,NA,Sodalis,k71_285578,7344,84,S6
k71_285578_7356,GH23,NA,NA,Sodalis,k71_285578,7356,180,S6
k71_285578_7361,GT2,NA,NA,Sodalis,k71_285578,7361,170,S6
k71_285578_7371,GT2,NA,NA,Sodalis,k71_285578,7371,130,S6
k71_28566_27211,GT2,NA,NA,Acinetobacter,k71_28566,27211,7.1,S6
k71_285694_7978,GT49,NA,NA,Acinetobacter,k71_285694,7978,4.2,S6
k71_285757_8081,GH23,NA,NA,Pantoea,k71_285757,8081,250,S6
k71_286227_8952,GT49,NA,NA,Acinetobacter,k71_286227,8952,4.8,S6
k71_286238_8966,GH13_5,NA,"sucrose, starch",Rahnella,k71_286238,8966,7.6,S6
k71_286383_9353,GH13_25,GH133,NA,Rahnella,k71_286383,9353,11,S6
k71_28708_27417,GH24,NA,NA,Rahnella,k71_28708,27417,4.3,S6
k71_28708_27418,GH24,NA,NA,Rahnella,k71_28708,27418,6,S6
k71_287188_11036,AA1_3,NA,NA,Acinetobacter,k71_287188,11036,6.6,S6
k71_287867_12123,CBM50,NA,NA,Acinetobacter,k71_287867,12123,7.3,S6
k71_288359_12901,CBM50,NA,NA,Rahnella,k71_288359,12901,6.9,S6
k71_288689_13616,CE4,NA,NA,Rahnella,k71_288689,13616,6.5,S6
k71_289060_14339,GT0,NA,NA,Acinetobacter,k71_289060,14339,1.7,S6
k71_290016_15721,GH76,NA,NA,Rahnella,k71_290016,15721,8.2,S6
k71_290037_15832,GT1,NA,NA,Rahnella,k71_290037,15832,8.6,S6
k71_290962_16899,CBM50,NA,NA,Acinetobacter,k71_290962,16899,5.1,S6
k71_292074_18484,GH73,NA,NA,Rahnella,k71_292074,18484,7.1,S6
k71_292840_19810,GT2,NA,NA,Acinetobacter,k71_292840,19810,5.5,S6
k71_292840_19811,GT2,NA,NA,Acinetobacter,k71_292840,19811,4.2,S6
k71_292931_20174,GH3,NA,NA,Rahnella,k71_292931,20174,11,S6
k71_292931_20176,GH0,NA,NA,Rahnella,k71_292931,20176,12,S6
k71_292931_20183,GT8,NA,NA,Rahnella,k71_292931,20183,10,S6
k71_292931_20184,CE4,NA,NA,Rahnella,k71_292931,20184,8.9,S6
k71_292931_20185,CE4,NA,NA,Rahnella,k71_292931,20185,12,S6
k71_292931_20186,CBM32,NA,NA,Rahnella,k71_292931,20186,10,S6
k71_292931_20188,GT121,NA,NA,Rahnella,k71_292931,20188,13,S6
k71_292931_20193,GH171,NA,NA,Rahnella,k71_292931,20193,10,S6
k71_292931_20195,AA3_2,NA,NA,Rahnella,k71_292931,20195,11,S6
k71_292931_20206,CBM20,NA,NA,Rahnella,k71_292931,20206,11,S6
k71_293005_20431,GH5_29,NA,NA,Rahnella,k71_293005,20431,8.4,S6
k71_293043_20764,GT2,NA,NA,Rahnella,k71_293043,20764,6.6,S6
k71_293165_20924,GH78,NA,NA,Acinetobacter,k71_293165,20924,4.6,S6
k71_293326_21336,GH4,NA,NA,Klebsiella,k71_293326,21336,170,S6
k71_293389_21546,GH37,NA,NA,Rahnella,k71_293389,21546,6.1,S6
k71_293633_22235,GH78,NA,NA,Rahnella,k71_293633,22235,8.4,S6
k71_293711_22432,GT2,NA,NA,Acinetobacter,k71_293711,22432,7.1,S6
k71_293855_22759,GH20,NA,NA,Acinetobacter,k71_293855,22759,4.6,S6
k71_29417_28488,GT32,NA,NA,Rahnella,k71_29417,28488,3.2,S6
k71_295132_26153,GH23,NA,NA,Serratia,k71_295132,26153,270,S6
k71_2958_9383,GT2,NA,NA,Chromobacterium,k71_2958,9383,5.6,S6
k71_2958_9388,GT2,NA,NA,Chromobacterium,k71_2958,9388,3.9,S6
k71_295938_27362,GH20,NA,NA,Acinetobacter,k71_295938,27362,4.5,S6
k71_295979_27446,CE1,NA,NA,Acinetobacter,k71_295979,27446,5.3,S6
k71_296381_28084,GT80,NA,NA,Acinetobacter,k71_296381,28084,4.6,S6
k71_296919_29060,GT22,NA,NA,Rahnella,k71_296919,29060,7.2,S6
k71_296919_29061,GH36,NA,NA,Rahnella,k71_296919,29061,8.7,S6
k71_297120_29289,GT4,NA,NA,Acinetobacter,k71_297120,29289,6.2,S6
k71_29730_29449,GT4,NA,NA,Acinetobacter,k71_29730,29449,6.3,S6
k71_297378_29754,GH32,NA,fructan,Acinetobacter,k71_297378,29754,5.8,S6
k71_297378_29755,GH32,NA,NA,Acinetobacter,k71_297378,29755,5.5,S6
k71_298350_32223,PL1_7,NA,NA,Acinetobacter,k71_298350,32223,1.8,S6
k71_298350_32224,GH3,NA,NA,Acinetobacter,k71_298350,32224,7.4,S6
k71_299126_897,PL8,NA,NA,Rahnella,k71_299126,897,9.5,S6
k71_299612_2367,CE8,NA,NA,Rahnella,k71_299612,2367,7.2,S6
k71_300006_3534,CBM50,NA,NA,Acinetobacter,k71_300006,3534,2,S6
k71_300445_4473,AA4,NA,NA,Rahnella,k71_300445,4473,8,S6
k71_300524_4629,GT15,NA,NA,Acinetobacter,k71_300524,4629,7.3,S6
k71_300602_4810,CBM12,NA,NA,Rahnella,k71_300602,4810,6,S6
k71_300802_5565,GH36,NA,NA,Sodalis,k71_300802,5565,110,S6
k71_300802_5571,GT0,NA,NA,Sodalis,k71_300802,5571,140,S6
k71_300802_5572,GH36,NA,NA,Sodalis,k71_300802,5572,150,S6
k71_300802_5590,GH13_19,NA,NA,Sodalis,k71_300802,5590,150,S6
k71_300802_5591,GH3,NA,NA,Sodalis,k71_300802,5591,160,S6
k71_300802_5592,GH109,NA,NA,Sodalis,k71_300802,5592,160,S6
k71_300802_5596,GT4,NA,NA,Sodalis,k71_300802,5596,160,S6
k71_300810_5708,GT8,NA,NA,Rahnella,k71_300810,5708,9.7,S6
k71_300922_5859,GT51,NA,NA,Sodalis,k71_300922,5859,150,S6
k71_300922_5862,GT2,NA,NA,Sodalis,k71_300922,5862,46,S6
k71_300922_5863,GT2,NA,NA,Sodalis,k71_300922,5863,150,S6
k71_301361_6927,GH1,GH95,NA,Acinetobacter,k71_301361,6927,4.9,S6
k71_301699_7883,GH36,NA,NA,Rahnella,k71_301699,7883,7.8,S6
k71_301699_7884,CBM50,NA,NA,Rahnella,k71_301699,7884,10,S6
k71_301699_7889,GH13_40,NA,NA,Rahnella,k71_301699,7889,8.4,S6
k71_301699_7895,GH5_9,NA,NA,Rahnella,k71_301699,7895,9.2,S6
k71_301699_7901,GH154,NA,NA,Rahnella,k71_301699,7901,5.7,S6
k71_301699_7902,GH4,NA,NA,Rahnella,k71_301699,7902,8,S6
k71_302242_8881,GT57,NA,NA,Rahnella,k71_302242,8881,9.3,S6
k71_302242_8882,GH35,NA,NA,Rahnella,k71_302242,8882,10,S6
k71_302312_8943,GH15,NA,NA,Rahnella,k71_302312,8943,1.8,S6
k71_303436_12044,GH1,NA,NA,Acinetobacter,k71_303436,12044,4.9,S6
k71_303462_12106,GT2,NA,NA,Rahnella,k71_303462,12106,6.7,S6
k71_303462_12107,GT2,NA,NA,Rahnella,k71_303462,12107,6.3,S6
k71_304038_13259,GT2,NA,NA,Sodalis,k71_304038,13259,200,S6
k71_304038_13261,GH67,NA,NA,Sodalis,k71_304038,13261,200,S6
k71_304038_13262,GH3,NA,NA,Sodalis,k71_304038,13262,180,S6
k71_304038_13267,GT2,NA,NA,Sodalis,k71_304038,13267,220,S6
k71_305083_16257,GH51_1,NA,NA,Rahnella,k71_305083,16257,5.1,S6
k71_305094_16298,PL1,NA,NA,Rahnella,k71_305094,16298,8.8,S6
k71_305572_17171,GT1,NA,NA,Rahnella,k71_305572,17171,11,S6
k71_305572_17172,CE1,NA,NA,Rahnella,k71_305572,17172,7.1,S6
k71_30606_31265,GH43_24,NA,NA,Rahnella,k71_30606,31265,6.5,S6
k71_306463_18598,GH13_11,NA,NA,Acinetobacter,k71_306463,18598,6.1,S6
k71_306895_19864,GT15,NA,NA,Rahnella,k71_306895,19864,12,S6
k71_307218_20547,AA6,NA,NA,Sodalis,k71_307218,20547,230,S6
k71_307218_20549,GT2,NA,NA,Sodalis,k71_307218,20549,230,S6
k71_307218_20552,GH24,NA,NA,Sodalis,k71_307218,20552,200,S6
k71_30812_31610,GT2,NA,NA,Rahnella,k71_30812,31610,16,S6
k71_30812_31611,GH8,NA,NA,Rahnella,k71_30812,31611,15,S6
k71_30812_31613,GH8,NA,"cellulose, beta-glucan, beta-glucan",Rahnella,k71_30812,31613,11,S6
k71_30812_31617,GH1,NA,NA,Rahnella,k71_30812,31617,15,S6
k71_30812_31618,GH1,NA,NA,Rahnella,k71_30812,31618,12,S6
k71_308180_22961,GH35,NA,NA,Acinetobacter,k71_308180,22961,2.7,S6
k71_308324_23576,GH3,NA,NA,Rahnella,k71_308324,23576,7.3,S6
k71_309292_25839,GH32,NA,NA,Acinetobacter,k71_309292,25839,3.3,S6
k71_309927_26901,GH65,NA,NA,Rahnella,k71_309927,26901,7,S6
k71_310310_27541,CE4,NA,chitin,Sodalis,k71_310310,27541,170,S6
k71_310564_28341,GT4,NA,NA,Serratia,k71_310564,28341,8.9,S6
k71_310564_28342,GT4,NA,NA,Serratia,k71_310564,28342,9.5,S6
k71_310564_28343,GT123,NA,NA,Serratia,k71_310564,28343,7.5,S6
k71_31063_32082,GH0,NA,NA,Rahnella,k71_31063,32082,6.9,S6
k71_311051_28968,GH3,NA,NA,Rahnella,k71_311051,28968,6.7,S6
k71_311051_28969,GH3,NA,NA,Rahnella,k71_311051,28969,6.9,S6
k71_311132_29108,GT1,NA,NA,Rahnella,k71_311132,29108,6.8,S6
k71_311702_30077,GT77,NA,NA,Rahnella,k71_311702,30077,8.9,S6
k71_312156_30821,PL1_4,NA,NA,Acinetobacter,k71_312156,30821,3.1,S6
k71_312788_31897,GH23,NA,NA,Rahnella,k71_312788,31897,8.3,S6
k71_312935_32109,CBM91,GH43_11,NA,Rahnella,k71_312935,32109,8.8,S6
k71_31296_32342,GT4,NA,NA,Biostraticola,k71_31296,32342,180,S6
k71_313139_32517,GH77,NA,starch,Rahnella,k71_313139,32517,12,S6
k71_313139_32518,GT35,NA,NA,Rahnella,k71_313139,32518,13,S6
k71_313139_32526,GH4,NA,NA,Rahnella,k71_313139,32526,12,S6
k71_315047_1494,GH84,NA,NA,Rahnella,k71_315047,1494,8.8,S6
k71_31519_549,GH15,NA,NA,Sodalis,k71_31519,549,150,S6
k71_31519_550,GT20,NA,NA,Sodalis,k71_31519,550,190,S6
k71_31519_560,GT111,GT8,NA,Sodalis,k71_31519,560,180,S6
k71_31519_571,GH188,NA,NA,Sodalis,k71_31519,571,130,S6
k71_31519_573,GT121,NA,NA,Sodalis,k71_31519,573,170,S6
k71_31519_574,GT90,NA,NA,Sodalis,k71_31519,574,180,S6
k71_31519_585,AA5_1,NA,NA,Sodalis,k71_31519,585,170,S6
k71_31519_587,GH81,NA,NA,Sodalis,k71_31519,587,160,S6
k71_31519_591,CE9,NA,NA,Sodalis,k71_31519,591,130,S6
k71_31519_592,GT2,GT4,NA,Sodalis,k71_31519,592,150,S6
k71_31519_594,CBM50,NA,"chitin, peptidoglycan",Sodalis,k71_31519,594,170,S6
k71_31519_596,GT2,NA,NA,Sodalis,k71_31519,596,170,S6
k71_31519_597,GH23,NA,NA,Sodalis,k71_31519,597,100,S6
k71_31519_598,GH23,NA,NA,Sodalis,k71_31519,598,130,S6
k71_31519_602,GT35,NA,NA,Sodalis,k71_31519,602,180,S6
k71_316259_5823,GH53,NA,NA,Rahnella,k71_316259,5823,8.2,S6
k71_316260_5825,GH13_19,NA,NA,Rahnella,k71_316260,5825,7.5,S6
k71_316345_6487,GH25,NA,NA,Rahnella,k71_316345,6487,9.5,S6
k71_316345_6488,GH13_19,NA,NA,Rahnella,k71_316345,6488,6.5,S6
k71_316345_6490,GH31_3,NA,NA,Rahnella,k71_316345,6490,6.8,S6
k71_31670_830,GH5_5,NA,NA,Rahnella,k71_31670,830,12,S6
k71_316769_7689,GH3,NA,NA,Rahnella,k71_316769,7689,5.3,S6
k71_317111_8418,GT87,NA,NA,Rahnella,k71_317111,8418,5.6,S6
k71_317111_8419,GH3,NA,NA,Rahnella,k71_317111,8419,8,S6
k71_317271_8807,GT2,NA,NA,Rahnella,k71_317271,8807,8,S6
k71_317600_9296,PL9_3,NA,NA,Rahnella,k71_317600,9296,4.8,S6
k71_317731_9462,GH6,NA,NA,Acinetobacter,k71_317731,9462,2.6,S6
k71_31784_1041,GH23,NA,NA,Acinetobacter,k71_31784,1041,7.7,S6
k71_318140_10423,GH13_30,NA,NA,Acinetobacter,k71_318140,10423,5.4,S6
k71_31844_1135,GH75,NA,NA,Acinetobacter,k71_31844,1135,8.6,S6
k71_318776_11868,GT8,NA,NA,Rahnella,k71_318776,11868,8.7,S6
k71_318796_11880,GH28,NA,NA,Acinetobacter,k71_318796,11880,5,S6
k71_318882_11996,GH28,NA,NA,Acinetobacter,k71_318882,11996,7.3,S6
k71_318955_12188,CBM48,NA,NA,Acinetobacter,k71_318955,12188,7.5,S6
k71_319563_13272,GT14,NA,NA,Acinetobacter,k71_319563,13272,4.5,S6
k71_32011_1466,GH13_29,NA,NA,Sodalis,k71_32011,1466,160,S6
k71_32011_1477,CE5,NA,NA,Sodalis,k71_32011,1477,180,S6
k71_320172_14635,GT9,NA,NA,Sodalis,k71_320172,14635,160,S6
k71_320172_14636,GT121,NA,NA,Sodalis,k71_320172,14636,180,S6
k71_320740_15515,GH13_18,NA,NA,Pantoea,k71_320740,15515,1.8,S6
k71_321176_17115,AA2,NA,NA,Rahnella,k71_321176,17115,7.3,S6
k71_321335_17353,AA2,NA,NA,Rahnella,k71_321335,17353,7.6,S6
k71_322069_18446,GH24,NA,NA,Enterobacter,k71_322069,18446,13,S6
k71_32276_2055,GH0,NA,NA,Acinetobacter,k71_32276,2055,5.9,S6
k71_322844_20347,GT47,NA,NA,Acinetobacter,k71_322844,20347,7.1,S6
k71_322908_20695,PL1_1,NA,NA,Sodalis,k71_322908,20695,190,S6
k71_322908_20697,AA3_3,NA,NA,Sodalis,k71_322908,20697,170,S6
k71_322908_20698,GH84,NA,NA,Sodalis,k71_322908,20698,200,S6
k71_322908_20707,GT4,NA,NA,Sodalis,k71_322908,20707,200,S6
k71_322908_20709,GH13_19,NA,NA,Sodalis,k71_322908,20709,150,S6
k71_322908_20710,GH20,NA,NA,Sodalis,k71_322908,20710,190,S6
k71_322908_20716,GH1,NA,NA,Sodalis,k71_322908,20716,180,S6
k71_322908_20717,GT2,NA,NA,Sodalis,k71_322908,20717,200,S6
k71_322908_20722,GT2,NA,NA,Sodalis,k71_322908,20722,150,S6
k71_322908_20727,GH1,NA,NA,Sodalis,k71_322908,20727,170,S6
k71_322908_20728,CE1,NA,NA,Sodalis,k71_322908,20728,170,S6
k71_322908_20734,GH13_40,NA,NA,Sodalis,k71_322908,20734,180,S6
k71_322908_20737,GH38,NA,NA,Sodalis,k71_322908,20737,160,S6
k71_322908_20740,GT2,NA,NA,Sodalis,k71_322908,20740,210,S6
k71_322908_20743,GH28,NA,NA,Sodalis,k71_322908,20743,130,S6
k71_322908_20746,CBM50,NA,NA,Sodalis,k71_322908,20746,120,S6
k71_322908_20748,GH23,NA,NA,Sodalis,k71_322908,20748,200,S6
k71_322908_20749,GH23,NA,NA,Sodalis,k71_322908,20749,170,S6
k71_322908_20751,GT4,NA,NA,Sodalis,k71_322908,20751,160,S6
k71_323068_21207,GT0,NA,NA,Acinetobacter,k71_323068,21207,3.1,S6
k71_32366_2406,GT0,NA,NA,Rahnella,k71_32366,2406,6.8,S6
k71_32366_2409,AA3_3,NA,NA,Rahnella,k71_32366,2409,12,S6
k71_32366_2414,GT4,NA,NA,Rahnella,k71_32366,2414,11,S6
k71_32366_2420,GH39,NA,NA,Rahnella,k71_32366,2420,11,S6
k71_3237_10236,GH23,NA,NA,Acinetobacter,k71_3237,10236,5.3,S6
k71_323920_23696,GH5,NA,NA,Acinetobacter,k71_323920,23696,6.5,S6
k71_323928_23706,AA4,NA,NA,Acinetobacter,k71_323928,23706,6,S6
k71_324344_24545,CBM20,NA,NA,Acinetobacter,k71_324344,24545,4.7,S6
k71_324474_24739,GH20,NA,NA,Rahnella,k71_324474,24739,11,S6
k71_324474_24741,GT2,NA,NA,Rahnella,k71_324474,24741,8.9,S6
k71_324474_24747,GT51,NA,NA,Rahnella,k71_324474,24747,7.4,S6
k71_324547_24853,CBM50,GH73,NA,Acinetobacter,k71_324547,24853,5.3,S6
k71_325133_26329,GH65,NA,NA,Rahnella,k71_325133,26329,7.6,S6
k71_325602_27790,PL0,NA,NA,Rahnella,k71_325602,27790,7.7,S6
k71_325602_27791,GT2,NA,NA,Rahnella,k71_325602,27791,7.2,S6
k71_325602_27792,PL31,NA,NA,Rahnella,k71_325602,27792,6.6,S6
k71_325602_27793,GT0,GT107,NA,Rahnella,k71_325602,27793,8.2,S6
k71_325606_27803,GH19,NA,"chitin, chitin",Rahnella,k71_325606,27803,8.8,S6
k71_325656_27823,GH13_31,NA,NA,Rahnella,k71_325656,27823,7.6,S6
k71_325840_28043,AA3_2,NA,NA,Rahnella,k71_325840,28043,2.4,S6
k71_326370_28897,CBM50,GH25,NA,Acinetobacter,k71_326370,28897,6.6,S6
k71_326514_29307,GH31_3,NA,NA,Acinetobacter,k71_326514,29307,4.9,S6
k71_326615_29766,CBM50,NA,NA,Rahnella,k71_326615,29766,9,S6
k71_326662_29962,GH4,NA,sucrose,Rahnella,k71_326662,29962,10,S6
k71_326662_29963,GH4,NA,NA,Rahnella,k71_326662,29963,9.8,S6
k71_326758_30311,CE4,NA,NA,Rahnella,k71_326758,30311,4.1,S6
